Port,Protocol,Count
19355,unknown,1
63480,icmp,8
55479,icmp,1
57303,unknown,1
18754,unknown,2
14377,udp,13
22709,mobility header,1
13024,vmtp,1
24312,unknown,1
39809,unknown,1
32938,vrrp,12
18387,igmp,10
19588,bbn-rcc-mon,1
61270,rdp,9
65365,tcp,13
45281,unknown,1
36040,tcp,13
18413,gre,7
35572,eigrp,3
64979,dcn-meas,1
33881,sctp,15
9204,unknown,1
5455,icmp,11
44988,igmp,9
12548,unknown,1
34062,ipx-in-ip,11
41365,esp,7
60731,unknown,1
17625,udp,13
34931,gre,7
54529,gre,7
10054,unknown,1
56352,pim,13
17167,icmp,5
16785,rsvp-e2e-ignore,1
56123,nsh,14
40426,unknown,1
30828,ipv6-frag,1
58375,sdrp,1
47927,unknown,1
13580,ospfigp,9
2027,ipv6-opts,1
29200,igmp,1
45292,bna,1
32524,udp,5
38997,mtp,1
53683,gre,12
9045,gre,12
51076,idrp,1
59118,tcp,5
61300,gre,12
7260,hip,1
20221,ddp,12
27149,srp,1
42420,xnet,8
59217,gre,9
21927,udp,9
14185,mtp,7
28591,sctp,6
41108,unknown,1
61368,igmp,3
26638,ggp,1
52232,aris,1
40753,unknown,1
51464,tcp,7
55366,unknown,1
65096,min-ipv4,1
45729,sctp,9
43795,unknown,1
57701,unknown,1
22702,eigrp,14
23606,cftp,1
7541,unknown,1
13584,igmp,11
31518,udp,3
47063,ospfigp,14
37378,unknown,1
13148,udp,10
9674,aris,1
62107,gmtp,1
34492,gre,11
5268,icmp,12
8370,pim,8
40333,cbt,1
32943,sctp,6
50040,xnet,7
62502,eigrp,10
2829,gre,12
27722,iplt,1
20061,il,9
46794,unknown,1
14513,unknown,1
41324,icmp,1
42494,gre,12
45913,argus (deprecated),1
64080,ospfigp,10
24303,sctp,10
29101,unknown,2
16697,rdp,9
62583,ddp,1
40692,sctp,1
55347,ah,11
60377,gre,11
22618,unknown,1
28941,mfe-nsp,1
63763,ipv6-route,1
25195,pim,7
33114,pim,14
38909,unknown,1
3860,sctp,8
63339,pim,6
52917,sctp,3
60193,ggp,1
55729,igmp,9
31836,ospfigp,10
46874,icmp,9
30886,udp,7
32584,ipip,1
63014,mux,1
1028,igmp,8
35915,vrrp,7
32959,unknown,1
30684,vrrp,9
4301,gre,1
17447,pup,1
19189,pim,10
17494,ospfigp,6
17924,esp,6
41843,ah,1
57263,udp,9
37353,unknown,1
18751,gre,11
40408,ospfigp,6
36904,sm (deprecated),1
33941,vrrp,5
7294,prm,1
57550,gre,6
49696,manet,1
38877,rohc,1
26309,ospfigp,7
33108,icmp,11
7992,st,1
47060,eigrp,13
55799,unknown,1
13330,esp,9
44792,ah,14
47799,il,13
20557,unknown,1
32689,tcp,13
17661,udp,8
17212,rdp,15
686,ospfigp,15
18906,unknown,1
14044,eigrp,17
39766,unknown,1
49498,gre,9
59746,udp,9
8988,visa,1
45455,ah,11
52894,unknown,1
31170,icmp,5
44336,xnet,11
51502,pim,10
4629,eigrp,9
50386,wb-expak,1
41498,eigrp,7
48405,hopopt,6
44504,ggp,1
34248,udp,13
50702,sun-nd,1
53186,argus (deprecated),1
14161,prm,1
62341,idpr-cmtp,1
51130,ospfigp,15
45791,larp,16
50866,unknown,1
27537,nsh,7
21945,udp,9
37490,pim,8
2592,ospfigp,9
2081,ptp,1
10568,igmp,11
31240,ipx-in-ip,8
17165,esp,11
20950,icmp,9
53322,ddp,7
52566,nvp-ii,1
29658,unknown,1
16594,udp,10
10619,eigrp,8
62077,unknown,1
36389,ah,11
38948,tcp,12
33283,eigrp,8
34883,pipe,1
62415,eigrp,9
43890,vrrp,12
60660,unknown,1
55285,unknown,1
4549,unknown,1
63848,sctp,10
46008,udp,7
6343,rdp,9
41044,shim6,1
21926,unknown,1
4097,esp,4
37919,igmp,7
23156,mfe-nsp,1
40504,nvp-ii,1
7878,eigrp,7
54727,unknown,1
51887,icmp,6
34220,unknown,1
58598,unknown,1
17109,pim,10
11424,udp,9
56058,unknown,1
61777,pim,11
28630,udp,8
53627,tcp,11
44586,igmp,20
27401,st,1
1323,udp,9
13954,sctp,8
29065,ospfigp,11
8884,vrrp,7
104,il,6
37978,tcp,11
55774,vrrp,20
14841,iso-ip,1
51153,unknown,1
44954,udp,12
20772,igmp,6
11014,sctp,11
21709,il,10
42652,unknown,1
56239,tcp,6
51136,larp,1
17900,vrrp,12
25935,encap,1
36652,icmp,10
36663,ospfigp,7
8889,unknown,1
64392,ddp,7
16571,sctp,11
12614,ospfigp,5
8291,fire,1
18874,icmp,9
29586,uti,1
44713,unknown,1
34298,unknown,1
40106,icmp,15
43711,pup,1
34118,vrrp,11
58001,udp,7
45391,trunk-1,1
44604,unknown,1
65436,mtp,6
20822,udp,14
17231,unknown,1
3943,ipv6-opts,1
42852,unknown,1
26730,ospfigp,2
47595,fc,1
18690,gre,5
57060,unknown,1
16085,icmp,12
26345,unknown,1
22383,ipx-in-ip,12
4135,fc,1
15834,tcp,3
4653,ospfigp,6
38755,icmp,11
18129,igmp,1
12837,unknown,1
27804,sun-nd,1
46715,idpr-cmtp,1
31265,igmp,9
44035,vrrp,10
36682,ipip,1
63915,hmp,1
64683,unknown,1
3219,esp,17
30537,ptp,1
16261,hopopt,1
50823,unknown,1
50383,igmp,6
42054,vrrp,8
33137,unknown,1
16660,vrrp,11
59793,idrp,1
13119,pim,13
5534,vrrp,5
37691,ipx-in-ip,8
5406,gre,16
59230,rohc,1
28714,esp,9
38077,micp (deprecated),1
49550,unknown,1
59473,unknown,1
39863,sctp,9
3690,unknown,1
59554,unknown,1
31963,unknown,1
16588,vrrp,11
10895,unknown,1
29690,icmp,5
54920,unknown,1
57620,unknown,1
51232,stp,1
9333,udp,10
46376,tcp,3
32680,gre,11
56757,vmtp,1
2680,mtp,14
984,iptm,1
45395,pim,14
10349,igmp,7
47452,tcp,5
39530,nsh,15
46900,il,1
31273,udp,5
30111,udp,12
41635,ospfigp,13
38880,aggfrag,1
51069,unknown,1
37287,unknown,1
43330,vrrp,8
28499,ospfigp,17
64571,igmp,8
59990,unknown,1
46414,unknown,1
59720,trunk-2,1
2202,ospfigp,9
7414,unknown,1
64139,trunk-2,1
9665,unknown,1
46381,ospfigp,5
23154,eigrp,4
7703,sctp,6
54147,mtp,11
63751,ipip,1
42472,ipx-in-ip,6
55965,prm,1
53404,unknown,1
21584,eigrp,10
38117,igmp,12
22135,ipv6-icmp,1
53991,rohc,1
50658,eigrp,13
27574,gre,8
28662,icmp,6
62957,gre,5
32992,eigrp,12
44373,gre,9
35736,wb-mon,1
6763,prm,1
6174,ipx-in-ip,6
34498,unknown,1
2466,gre,4
8330,ipv6,1
43182,unknown,1
53837,unknown,1
29886,unknown,1
27591,nsh,1
21381,pnni,1
21817,ah,12
50990,iplt,1
29231,tcp,9
36278,unknown,1
27014,tcp,10
46074,tcp,9
27621,igmp,15
6841,unknown,2
6808,ddp,13
46269,ospfigp,10
52547,sctp,11
8846,sctp,8
9974,mobility header,1
52773,il,9
23268,pim,15
6898,qnx,1
17745,unknown,1
10339,ipx-in-ip,8
56124,ospfigp,11
8448,pim,7
31852,icmp,9
62288,ipx-in-ip,12
59357,nsfnet-igp,1
30641,icmp,15
56023,vrrp,8
40032,sctp,11
36706,ospfigp,10
62242,unknown,1
45717,icmp,12
9123,vrrp,9
38134,unknown,1
37244,unknown,1
21441,udp,8
24032,gre,9
27526,ipv6-nonxt,1
50792,sctp,14
46875,eigrp,5
20549,udp,6
16339,ah,12
41429,sps,1
28591,igmp,7
2224,il,9
12903,vrrp,8
25182,vrrp,6
1864,nsh,13
10808,tcp,9
63430,vrrp,7
27558,iso-ip,1
11562,ospfigp,6
12921,vines,1
57067,unknown,1
3862,gre,9
2661,srp,1
52785,unknown,1
60876,hopopt,14
13000,unknown,1
22874,unknown,1
18050,igmp,9
1029,egp,1
59791,ipv4,1
8287,tcp,11
46766,unknown,1
32565,gre,6
59366,vrrp,9
7983,pim,13
60784,unknown,1
18652,udp,9
10300,unknown,1
23709,sctp,15
3448,gre,10
3361,esp,9
26805,igmp,12
14927,chaos,1
15889,unknown,1
3725,ospfigp,10
60152,ethernet,1
22278,eigrp,10
33404,pim,9
49649,ipx-in-ip,9
25155,gre,9
63757,tlsp,1
36559,unknown,1
4716,eigrp,11
64034,icmp,9
31784,icmp,15
34045,wb-expak,1
60510,eigrp,6
43006,tcp,8
51929,esp,9
6448,unknown,1
36281,tcp,12
30313,il,8
47737,unknown,1
8374,icmp,9
11848,ospfigp,9
50128,sctp,8
27944,tcp,13
31925,unknown,1
56420,igmp,12
41932,pim,11
38372,unknown,1
19611,ipx-in-ip,11
47271,ospfigp,8
62108,eigrp,5
28086,iso-tp4,1
49139,ospfigp,5
19918,kryptolan,1
34473,vrrp,8
3376,rvd,1
18361,ipcomp,1
35398,sctp,14
57769,unknown,1
64024,icmp,11
13063,unknown,1
25808,esp,6
38823,unknown,1
49733,vrrp,13
36638,pim,8
30053,wesp,1
7624,ah,11
31086,ipx-in-ip,8
16248,pim,9
50324,unknown,1
2933,ah,1
49908,icmp,9
29495,larp,7
60088,xns-idp,1
14403,icmp,8
32026,pim,7
32702,gre,5
49657,pim,7
46044,udp,6
31208,cphb,1
15496,il,6
17360,unknown,2
48655,unknown,1
52318,gre,7
21295,ddp,1
58886,larp,7
24454,sctp,17
18738,icmp,6
28736,nsh,5
2306,mtp,8
42647,icmp,7
37984,unknown,1
14072,unknown,1
11708,ah,5
52710,ipv4,1
41336,igmp,6
65084,unknown,1
41445,unknown,1
28718,pim,10
34442,nvp-ii,1
37514,shim6,1
62183,eigrp,12
48273,tcp,12
18975,vrrp,9
15125,pim,4
50598,igmp,14
57007,ipx-in-ip,1
13898,netblt,1
44479,st,1
58380,icmp,3
42493,nsh,1
4095,ipv6-route,1
49882,unknown,1
4747,unknown,1
14264,sctp,5
20982,iatp,1
54290,vrrp,13
44373,vrrp,6
38973,qnx,1
18306,sprite-rpc,1
3615,gre,7
5903,pgm,1
32664,ipx-in-ip,10
32780,gre,7
26183,unknown,1
2594,sctp,10
33004,gre,2
7005,ipv6-frag,1
33900,unknown,1
31094,vrrp,9
28144,pim,9
18518,gre,10
47195,idpr-cmtp,1
48361,unknown,1
9932,rdp,9
14039,unknown,1
46637,unknown,1
12469,ospfigp,8
20755,unknown,1
46996,ipv6-opts,1
61291,ospfigp,15
15579,tcp,10
40442,tcp,10
7451,ddp,12
21519,esp,11
64414,fire,1
27598,ddp,5
2680,vrrp,5
36688,vrrp,1
28943,unknown,1
6184,gre,10
31140,unknown,1
38993,unknown,1
23500,ah,1
26300,argus (deprecated),1
18374,pvp,1
62840,unknown,1
38182,igmp,9
55735,esp,10
48724,rvd,1
23355,eigrp,9
41168,igmp,7
6353,il,10
27988,esp,6
32138,unknown,1
39267,unknown,1
46681,gre,8
42015,etherip,1
63786,ah,8
8784,vrrp,5
31923,sm (deprecated),1
22648,gre,6
43665,mtp,8
37533,l2tp,1
49166,eigrp,13
4286,icmp,9
62309,icmp,10
37690,unknown,1
27065,xnet,6
63493,pim,10
5483,larp,1
35039,wsn,1
7741,unknown,1
13894,unknown,1
57623,udp,8
24482,encap,1
19046,eigrp,6
27254,igmp,7
5252,esp,9
44554,sctp,6
19487,gre,2
52244,pim,10
39856,igmp,6
8572,pim,6
17730,unknown,1
61352,nsh,10
8529,unknown,1
13648,unknown,1
27780,unknown,1
6732,unknown,1
59118,udp,13
59665,ospfigp,7
26409,sun-nd,1
29858,udp,9
40345,chaos,1
34852,sprite-rpc,1
49281,mpls-in-ip,1
28785,gre,10
19874,vrrp,4
52277,sctp,10
30962,unknown,1
48516,igmp,12
24836,tcp,14
58647,pim,6
61051,merit-inp,1
60716,vrrp,7
38709,unknown,1
54166,xnet,9
14408,sctp,5
1253,tcp,5
30456,eigrp,11
43934,ospfigp,18
20762,igmp,8
51700,udplite,1
8350,unknown,1
45040,eigrp,10
37767,i-nlsp,1
34016,larp,1
12639,unknown,1
54719,unknown,1
7158,pim,1
15616,ggp,1
37010,sps,1
56050,pim,9
46548,ospfigp,13
21105,gre,13
63578,igmp,6
15627,xnet,8
6304,ddx,1
21078,igmp,6
39305,larp,13
35667,unknown,1
25954,vrrp,10
45663,crtp,1
46594,unknown,1
53481,vrrp,7
19319,cpnx,1
23859,ipx-in-ip,1
48431,shim6,1
34937,icmp,9
56744,fc,1
3541,sprite-rpc,1
45794,igmp,9
29790,mtp,6
11865,ipv4,1
25636,igmp,8
52885,ipv6-route,1
39860,sctp,10
9257,tcp,12
55323,unknown,1
65535,unknown,1
47038,rdp,1
34060,ipx-in-ip,8
58285,mux,1
46400,min-ipv4,1
10862,ospfigp,8
58185,larp,6
7396,unknown,1
18029,unknown,2
60540,tp++,1
29109,gre,7
57506,prm,1
30558,leaf-2,1
23429,sdrp,1
48034,unknown,1
41288,unknown,1
17450,br-sat-mon,1
23608,vrrp,5
3988,iso-tp4,1
24320,udp,1
5269,dsr,1
29464,icmp,12
61867,manet,1
19707,ah,8
46152,vrrp,1
39368,unknown,1
45847,sprite-rpc,1
36724,ipx-in-ip,6
44579,sctp,13
57729,ipcomp,1
20324,ospfigp,13
8401,pim,18
4352,esp,6
23475,unknown,1
21062,vrrp,16
52577,unknown,1
27072,xnet,6
17884,tcp,11
20621,unknown,1
41163,tcp,9
10180,secure-vmtp,1
27526,unknown,1
53411,pim,4
25255,unknown,1
28841,ddp,10
41908,igmp,11
35196,secure-vmtp,1
56901,gre,11
60992,unknown,1
4573,br-sat-mon,1
52496,unknown,1
50857,rdp,1
62809,merit-inp,1
3814,unknown,1
42381,pim,7
26674,ospfigp,6
42554,nsh,7
17106,ospfigp,13
5685,unknown,1
49085,ddp,7
5105,unknown,1
57045,igmp,5
48004,unknown,1
53808,bbn-rcc-mon,1
41169,pim,6
1302,eigrp,5
37950,icmp,11
55023,pim,11
37379,igmp,11
40969,udp,7
29420,unknown,1
32812,mpls-in-ip,1
26047,crudp,1
8953,pim,12
32223,shim6,1
41752,unknown,1
55989,unknown,2
31416,srp,1
18748,icmp,10
1741,nsh,14
58388,ifmp,1
16280,ipip,1
45849,xnet,1
37115,unknown,1
56798,unknown,1
53054,unknown,1
60068,icmp,6
3900,ospfigp,11
54284,gre,5
37644,pipe,1
48115,shim6,1
47808,unknown,1
15630,igmp,7
53043,chaos,1
19544,igmp,10
64014,sctp,6
54230,cftp,1
54351,eigrp,7
56703,pim,5
25260,igmp,9
35377,udp,11
35028,pim,8
17322,unknown,1
33729,ah,15
57390,eigrp,7
33780,esp,7
64384,sctp,1
16807,unknown,1
39043,pim,14
59532,aggfrag,1
23539,eigrp,9
17323,udp,10
22360,ospfigp,10
31302,unknown,1
10368,unknown,1
21457,unknown,1
57498,sscopmce,1
52005,ddp,5
44655,eigrp,14
43317,sctp,14
9937,fc,1
56463,ddp,6
59998,sctp,15
10990,trunk-1,1
35976,smp,1
36506,unknown,1
63427,sctp,12
1277,srp,1
37212,igmp,9
28563,udp,9
54313,sctp,10
34288,argus (deprecated),1
43971,igmp,11
37470,ipx-in-ip,9
59331,ippc,1
61016,ddp,1
23806,tcp,6
18012,unknown,1
28057,gre,8
11917,eigrp,6
22248,ah,7
50678,tcp,9
10419,pim,10
53313,udp,7
5669,ospfigp,10
15373,icmp,9
55072,unknown,1
44376,eigrp,7
14077,larp,4
19151,vrrp,13
46771,sctp,7
41991,stp,1
51926,3pc,1
10942,sctp,6
62542,icmp,6
47631,tcp,19
64148,ospfigp,13
50224,il,9
34470,ipx-in-ip,8
44625,igmp,2
5654,igmp,12
16015,udp,5
15831,unknown,1
52255,eigrp,6
47695,nvp-ii,1
6694,unknown,1
9722,gre,7
48875,xnet,9
45904,unknown,1
55590,tcp,8
22369,leaf-2,1
18150,eigrp,10
44828,pgm,1
5657,pim,7
59626,ippc,1
6705,sm (deprecated),1
34563,il,9
22900,unknown,1
15776,ddp,6
49262,icmp,6
32683,ospfigp,9
60812,unknown,1
48469,tcp,12
32759,unknown,1
22406,mtp,7
2318,ipip,1
65436,nsh,1
19503,trunk-2,1
14738,unknown,1
8361,ah,8
45823,unknown,1
44398,ospfigp,14
62214,ospfigp,13
18132,sscopmce,1
33568,unknown,1
33729,udp,1
5380,manet,1
48516,sctp,10
17132,scps,1
8596,pim,12
44895,ggp,1
40542,ipcv,1
24742,gre,9
176,gre,8
58187,il,10
60671,xtp,1
36063,unknown,1
36208,gre,12
30817,idpr,1
8157,udp,10
7412,ipx-in-ip,5
51323,eigrp,8
9234,rdp,12
17441,unknown,1
26186,pim,11
20177,gre,10
49836,ospfigp,17
27526,ospfigp,10
21250,ifmp,1
715,udp,1
1760,secure-vmtp,1
27691,unknown,1
25195,igmp,7
15218,eigrp,20
35123,eigrp,7
26875,pim,7
33127,sctp,12
61421,unknown,1
56100,ipcv,1
65351,sun-nd,1
55893,vrrp,12
7817,vrrp,8
11667,eigrp,12
63213,ippc,1
56800,igmp,12
21946,pim,9
50138,icmp,5
33616,igmp,10
8557,netblt,1
4057,icmp,10
38874,unknown,1
13397,ospfigp,12
52621,eigrp,12
57845,unknown,1
33356,sctp,8
36621,pim,4
694,unknown,1
2749,ippc,1
5144,pim,11
24545,icmp,10
60450,unknown,1
22296,unknown,1
64254,vrrp,9
10216,ipv6-route,1
1025,igmp,12
18401,hip,1
31440,sctp,11
15139,ospfigp,16
37522,icmp,8
20492,igmp,8
3200,prm,1
20916,igmp,12
5263,eigrp,5
33674,uti,1
42208,unknown,1
64970,udp,9
4527,xnet,12
39702,vmtp,1
24729,gre,5
21141,unknown,1
40695,sctp,7
63298,esp,8
38494,esp,13
54515,tcp,11
47136,ospfigp,9
4232,tcp,9
48404,unknown,1
31375,sctp,11
3084,sm (deprecated),1
35166,igmp,12
58616,unknown,1
11542,udp,1
44783,igmp,1
22335,icmp,8
52482,rdp,6
18323,tcp,10
19598,aris,1
3862,vrrp,12
65257,icmp,9
55929,icmp,12
28043,igmp,6
50949,icmp,6
48107,ospfigp,13
22050,gre,3
56377,ospfigp,7
25128,unknown,1
25701,bna,1
32693,icmp,6
47114,srp,1
23267,unknown,2
9721,unknown,1
39926,unknown,1
57197,ipv6-frag,1
54187,sctp,13
58810,wb-mon,1
15483,tcp,8
54720,argus (deprecated),1
9640,unknown,1
2345,ax.25,1
34083,unknown,1
41153,ipcomp,1
36462,gre,9
32010,sctp,8
8660,igmp,12
42313,xnet,1
62487,icmp,9
43924,sprite-rpc,1
4510,udp,9
6861,vrrp,7
4406,gre,5
15666,unknown,1
7726,snp,1
8997,rdp,5
35416,unknown,1
3998,rdp,1
24918,pup,1
65254,igmp,6
1588,unknown,1
19569,udp,12
43520,ddp,8
28381,unknown,1
41671,unknown,1
4308,dccp,1
25881,sat-expak,1
39849,pim,8
20649,tcp,9
35145,udp,11
12599,eigrp,10
17603,unknown,1
15525,vrrp,10
53877,igmp,7
27810,unknown,1
39078,nsh,6
31645,igmp,11
63801,ipx-in-ip,8
63353,ah,9
18038,tcp,13
40193,udp,8
17284,unknown,1
64623,xnet,8
41987,unknown,1
58511,icmp,13
37168,udp,9
52537,unknown,1
50725,xnet,11
41295,eigrp,12
2355,gre,13
31525,unknown,2
41108,mfe-nsp,1
17360,ah,1
56797,tcp,8
48373,uti,1
50266,sm (deprecated),1
15456,sctp,10
36782,eigrp,10
23003,sm (deprecated),1
17124,unknown,1
41248,ax.25,1
1494,ospfigp,14
64762,unknown,1
62800,unknown,1
7363,cbt,1
56940,unknown,1
27796,vrrp,10
48950,udp,8
23944,ospfigp,5
53592,xtp,1
25722,ipcv,1
39861,pim,15
64641,l2tp,1
14667,unknown,1
48511,pim,7
36000,unknown,1
62130,wsn,1
23089,udp,13
12360,gre,13
16705,mtp,12
51809,pim,8
14390,sctp,7
58273,pim,10
44845,xnet,1
44764,tcp,13
50662,ethernet,1
63567,rsvp-e2e-ignore,1
8124,ipx-in-ip,3
11749,unknown,1
16118,unknown,1
37334,sctp,11
25960,pim,5
29732,eigrp,9
49742,eigrp,8
6008,eigrp,7
6295,mtp,9
1473,gre,11
52577,ippc,1
46812,gre,9
10326,min-ipv4,1
12330,eigrp,11
51078,nsh,9
34384,gmtp,1
31436,ospfigp,1
36958,vrrp,8
39478,ipx-in-ip,14
44616,eigrp,9
9607,unknown,1
61144,unknown,1
2033,aggfrag,1
45057,leaf-2,1
33131,leaf-1,1
53551,wb-expak,1
29769,unknown,1
50900,ddp,10
53245,idpr-cmtp,1
23085,sctp,12
39487,gre,4
28239,tcp,14
60113,unknown,1
8337,sctp,6
11831,eigrp,7
24906,vrrp,6
6345,iatp,1
26892,unknown,1
59485,vrrp,9
5874,crtp,1
53870,unknown,1
53107,udp,7
57862,srp,1
1869,unknown,1
3165,unknown,1
9153,unknown,1
4849,gre,8
37421,cbt,1
51391,vrrp,3
49799,xns-idp,1
28819,icmp,7
45056,tcp,6
39056,kryptolan,1
54539,ah,9
32004,idrp,1
1378,gre,9
8112,gre,13
39970,sctp,15
2962,unknown,1
935,cphb,1
64191,a/n,1
10653,nsfnet-igp,1
46059,eigrp,5
25087,mtp,6
35939,ipv4,1
47023,sctp,1
38883,sscopmce,1
19987,igmp,4
16602,udp,6
40387,rdp,1
34125,larp,8
19880,scc-sp,1
41127,manet,1
24033,igmp,1
57952,cbt,1
38047,ospfigp,8
42265,icmp,11
45181,rdp,9
4217,unknown,1
31294,sctp,12
58494,unknown,1
407,manet,1
45701,esp,10
35923,ospfigp,7
16483,pim,13
36259,gre,12
17651,eigrp,7
32879,gre,16
50151,nsh,8
37004,icmp,1
12008,unknown,1
46849,eigrp,11
34466,larp,9
36086,wb-mon,1
53969,unknown,1
6150,eigrp,1
61568,igmp,8
59984,ipx-in-ip,10
43421,icmp,8
54704,vrrp,1
36888,eigrp,4
8399,rdp,9
33633,igmp,12
22528,rdp,7
14703,swipe (deprecated),1
46551,gre,9
49567,xnet,6
13698,vrrp,5
4902,unknown,1
22934,etherip,1
26724,eigrp,8
65306,icmp,9
29430,unknown,1
60462,gre,14
35813,eigrp,9
49614,gre,11
37170,mtp,7
46216,unknown,1
9480,unknown,1
23814,mtp,7
29396,igmp,5
51400,ipcomp,1
32376,sctp,7
17532,unknown,1
51476,tcp,13
9091,udp,6
22536,gre,8
19391,unknown,1
25230,pim,12
10558,ospfigp,7
51984,ipx-in-ip,5
15450,udp,9
52067,igmp,7
10625,fc,1
6547,icmp,8
45245,unknown,1
23682,eigrp,7
46224,ipv6-nonxt,1
22221,pim,8
53329,ax.25,1
46537,tcp,10
62115,unknown,1
11635,ospfigp,11
1935,larp,12
41168,sctp,8
48506,vmtp,1
14748,unknown,1
53046,ospfigp,7
15182,pim,9
36436,mux,1
47108,ospfigp,8
42501,mtp,14
18135,gre,3
35651,rdp,15
18541,nsh,8
63258,unknown,1
59959,icmp,7
373,eigrp,4
62075,unknown,1
19587,tcp,12
16003,udp,10
48694,eigrp,14
49159,unknown,1
64021,eigrp,14
7932,xnet,6
16528,gre,9
10302,idpr-cmtp,1
28108,pim,10
7870,unknown,1
20806,tlsp,1
16990,gre,10
43068,unknown,2
51534,udp,9
26451,ospfigp,9
359,nsh,13
48908,mfe-nsp,1
12457,pipe,1
48577,sctp,5
63876,pim,11
51915,udp,9
10618,eigrp,7
31918,icmp,13
44318,vrrp,7
12203,sctp,7
8447,igmp,11
8308,gre,10
21470,il,7
64005,icmp,5
2134,unknown,1
58209,udp,8
22268,tcp,1
40590,mtp,7
50544,unknown,1
57739,sctp,9
9843,udp,14
6504,ospfigp,2
32649,sctp,8
63664,udp,14
10473,mtp,17
57696,ipcv,1
19461,ospfigp,14
44836,gre,4
17441,rdp,9
17614,rdp,12
16403,larp,11
50411,udp,6
24141,vrrp,6
55259,unknown,1
21387,nsh,7
604,icmp,6
55100,unknown,1
59150,mtp,8
53871,igmp,10
29922,iatp,1
20247,icmp,7
56223,vrrp,4
34726,udplite,1
39923,unknown,1
49233,gre,7
60216,pup,1
51211,unknown,2
19544,eigrp,7
32452,nsh,11
56091,unknown,1
26995,ipx-in-ip,7
49177,pim,1
2465,pim,16
709,udp,4
17666,unknown,1
52754,udp,7
9511,unknown,1
8486,unknown,1
9816,xnet,5
21941,sctp,1
52489,gre,9
46026,rsvp-e2e-ignore,1
10041,ospfigp,7
11026,qnx,1
44511,xnet,9
42363,ospfigp,8
28001,unknown,1
46289,ipcv,1
29089,igmp,8
35338,ddp,6
21440,unknown,1
24596,xnet,12
11233,unknown,1
40322,gmtp,1
49953,unknown,1
10264,pim,8
45326,unknown,1
35474,vrrp,8
43638,unknown,1
65380,gre,9
39295,vrrp,9
59957,il,9
27608,icmp,7
13597,igmp,8
2182,gre,8
5803,rsvp-e2e-ignore,1
54265,sprite-rpc,1
18776,igmp,5
1757,tcp,12
14759,pvp,1
20618,ospfigp,12
46019,mfe-nsp,1
4202,udp,12
25339,igmp,16
7820,unknown,1
48414,unknown,1
55533,unknown,1
55288,trunk-1,1
22367,udp,8
36794,icmp,9
2477,udplite,1
56905,unknown,1
4843,iptm,1
30919,eigrp,12
51886,ifmp,1
64222,vrrp,13
27146,esp,12
10745,ospfigp,14
28298,gre,11
38720,pim,1
2501,unknown,1
19730,ipx-in-ip,10
23387,vrrp,8
1598,unknown,1
53001,unknown,1
49969,iso-ip,1
4784,pim,13
57883,icmp,9
59279,ipx-in-ip,4
14561,unknown,1
28555,igmp,10
61461,unknown,1
2915,udp,11
37215,udp,16
41903,eigrp,12
51724,stp,1
18911,vrrp,7
58680,min-ipv4,1
34934,unknown,1
22915,tcp,8
17235,sm (deprecated),1
27532,icmp,9
21272,unknown,1
50769,rsvp-e2e-ignore,1
56805,ddp,9
403,sctp,6
42586,unknown,1
63179,ospfigp,8
59389,shim6,1
28083,vines,1
22784,tcp,11
51005,sctp,10
19804,unknown,1
3176,gre,7
11938,icmp,9
2881,unknown,1
737,igmp,9
50362,ddp,5
25897,gmtp,1
37272,ospfigp,6
46130,vrrp,1
52534,pim,12
19702,pim,11
49438,eigrp,7
50666,unknown,1
42290,igmp,15
61836,isis over ipv4,1
57967,pim,8
22853,igmp,8
35817,snp,1
20040,tcp,15
59216,icmp,7
43555,il,11
7825,ggp,1
13994,sprite-rpc,1
28226,il,11
13303,eigrp,10
54145,igmp,10
22059,tcp,8
61422,nvp-ii,1
31343,igmp,9
25214,unknown,1
61544,gre,15
484,unknown,1
21807,unknown,1
62815,unknown,1
30097,il,8
63931,tcp,8
46270,3pc,1
45355,gre,9
19961,unknown,1
50577,nsh,6
62859,pim,13
16847,unknown,1
18078,pim,10
31167,unknown,1
4097,eigrp,5
55703,tcp,5
3299,unknown,1
21954,sctp,12
33972,mtp,1
53249,ifmp,1
42229,gre,7
4998,unknown,1
42801,ospfigp,11
49144,unknown,1
16725,xnet,11
33389,tp++,1
6615,rdp,4
58612,mtp,7
36473,ah,5
2038,rdp,9
29483,unknown,1
24023,compaq-peer,1
21965,gre,4
57197,eigrp,9
17228,nvp-ii,1
17306,qnx,1
34511,gre,10
11121,igmp,4
56050,igmp,10
23929,xtp,1
19801,pim,9
33790,nsh,5
19179,cftp,1
62695,igmp,1
31614,ethernet,1
48405,ipx-in-ip,13
9014,ospfigp,7
1092,unknown,1
3221,unknown,1
37485,unknown,1
33441,icmp,7
32237,ospfigp,6
52870,igmp,12
48366,ethernet,1
14050,ah,12
36650,stp,1
37814,icmp,6
39998,gre,13
9381,compaq-peer,1
20225,unknown,1
25587,unknown,2
12052,esp,10
22672,gre,6
38312,iatp,1
37565,pim,13
55988,rdp,11
28203,unknown,1
59556,unknown,1
41094,swipe (deprecated),1
13107,pim,12
35646,ospfigp,6
36435,unknown,1
2857,prm,1
13636,pim,12
13525,rsvp,1
48965,icmp,10
65455,cpnx,1
37756,icmp,1
3654,unknown,1
15723,pim,10
3046,gre,9
